rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/learning_rate,train/explained_variance,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/loss
-0.20692884126984126,2232.0,141312,1753,23,80,0.0001,-4.6824775,0.00030497255,0.006565805221907794,0.2,0.0,220,-1.0903112749258677,-0.00142391719079266,-0.007566343992948532
-0.1935028787878788,2232.0,147456,1753,24,84,0.0001,-4.174797,0.0005341939,0.006010775167184571,0.2,0.0,230,-1.088797245422999,-0.002070293144788593,-0.009245836175978184
-0.1835197794117647,2232.0,153600,1751,25,87,0.0001,-3.1747718,0.0005458169,0.006306863801243404,0.2,0.0,240,-1.0873294293880462,-0.0018359824743432304,-0.007468346040695906
-0.15679018309859152,2232.0,159744,1752,26,91,0.0001,-3.5686378,0.00022775742,0.005758108602215846,0.2,0.0,250,-1.086935532093048,-0.0010335012358458093,-0.006462012883275747
-0.15651025675675678,2232.0,165888,1753,27,94,0.0001,-3.0529962,0.00024559197,0.005398830096237361,0.2,0.0,260,-1.0859622021516164,-0.001207612338475883,-0.008868871256709099
-0.14741219480519482,2232.0,172032,1753,28,98,0.0001,-3.3857746,0.00048837723,0.005126319173723459,0.2,0.0,270,-1.0843698839346567,-0.001658118093231072,-0.009256890043616295
-0.14796158227848102,2232.0,178176,1752,29,101,0.0001,-2.6888452,0.00030964552,0.004974539601244032,0.2,0.0,280,-1.0833456059296926,-0.0014186383748892694,-0.008142112754285336
-0.1305268048780488,2232.0,184320,1752,30,105,0.0001,-2.707872,0.00054715754,0.0048353317193686966,0.2,0.0,290,-1.0823258360226948,-0.0019296240391364942,-0.009811405092477798
-0.1070274823529412,2232.0,190464,1752,31,108,0.0001,-2.8170767,0.00081249786,0.004594008484855294,0.2,0.0,300,-1.0790966232617696,-0.0021939303376711907,-0.010227466933429241
-0.0831142840909091,2232.0,196608,1746,32,112,0.0001,-1.5998263,0.00040522823,0.004683111313109597,0.2,0.0,310,-1.076371330022812,-0.0015910191364431133,-0.00916977971792221
-0.07255045555555556,2232.0,202752,1722,33,117,0.0001,-1.9362683,0.00042509052,0.004160565743222833,0.2,0.0,320,-1.0753467400868735,-0.0016109008458442986,-0.008033931255340576
-0.07080898924731184,2232.0,208896,1701,34,122,0.0001,-1.7558072,0.00033323548,0.004197307571303099,0.2,0.0,330,-1.0723184724648793,-0.001346522655027608,-0.009079743176698685
-0.05817206250000001,2232.0,215040,1680,35,127,0.0001,-1.6105423,0.0005757034,0.004361738838876287,0.2,0.0,340,-1.0714744448661804,-0.0019082882519190511,-0.011492151767015457
-0.04155046464646466,2232.0,221184,1659,36,133,0.0001,-2.1915321,0.0008045144,0.003615716677935173,0.2,0.0,350,-1.0691157400608062,-0.0022412081016227603,-0.00989404134452343
-0.03121815000000002,2232.0,227328,1642,37,138,0.0001,-1.9150746,0.0010999726,0.003478029932981978,0.2,4.8828125e-05,360,-1.0625548362731934,-0.0025283847159395614,-0.011238867416977882
0.0006495399999999843,2232.0,233472,1623,38,143,0.0001,-1.748889,0.00074679777,0.003446381934918463,0.2,1.6276041666666666e-05,370,-1.0532678544521332,-0.002272911878147473,-0.012495317496359348
0.02914015999999999,2232.0,239616,1605,39,149,0.0001,-1.4470367,0.0006316879,0.0033714391950828335,0.2,0.0,380,-1.049611759185791,-0.001888194043810169,-0.008379815146327019
0.08210806999999999,2232.0,245760,1590,40,154,0.0001,-0.6356238,0.0006657044,0.0035883091661768657,0.2,1.6276041666666666e-05,390,-1.0439577142397563,-0.002100573516994094,-0.010144253261387348
0.10989398000000002,2232.0,251904,1577,41,159,0.0001,-0.41041636,0.00085196336,0.0035387761464032034,0.2,0.0,400,-1.0368975738684336,-0.002095169665214295,-0.00892913993448019
0.16289227,2232.0,258048,1565,42,164,0.0001,-0.35358012,0.00095522124,0.003316720532408605,0.2,0.0,410,-1.02343181570371,-0.002132748942434167,-0.008559253998100758
0.18077269,2232.0,264192,1552,43,170,0.0001,-0.3299873,0.0010029343,0.0031705306144431235,0.2,0.00011393229166666667,420,-1.0162201503912607,-0.0026598134504941602,-0.01163756288588047
0.21676129000000002,2232.0,270336,1541,44,175,0.0001,-0.17706287,0.0010754004,0.003284256074888011,0.2,0.000146484375,430,-1.0073887596527735,-0.002457838711173584,-0.009917668998241425
0.25143139999999997,2232.0,276480,1530,45,180,0.0001,-0.11811113,0.0015008972,0.0030575450238150854,0.2,3.255208333333333e-05,440,-0.9972003320852916,-0.002608769218204543,-0.009266088716685772
0.28569856,2232.0,282624,1520,46,185,0.0001,0.1361084,0.001040766,0.002952029160223901,0.2,0.00026041666666666666,450,-0.9801212479670842,-0.0025320428850439686,-0.01061955839395523
0.34125366,2232.0,288768,1509,47,191,0.0001,0.16716307,0.001653446,0.003351658827159554,0.2,0.0010904947916666667,460,-0.9713399638732274,-0.003525395541995143,-0.009968009777367115
0.3836737,2232.0,294912,1499,48,196,0.0001,0.3581484,0.0014889529,0.0033196178691772124,0.2,0.0008463541666666667,470,-0.9618811537822087,-0.003065265043793867,-0.011816411279141903
0.41887133,2232.0,301056,1489,49,202,0.0001,0.2082907,0.0013530427,0.0026638852820421257,0.2,0.0007486979166666667,480,-0.9558836807807286,-0.002894613831692065,-0.010054952464997768
