time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/loss,train/approx_kl,train/entropy_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/learning_rate,train/value_loss
1,4096,1225.0,-0.14163233333333333,2,1483,,,,,,,,,,
2,8192,1225.0,-0.14811233333333335,5,1384,-0.0002133455127477646,0.002371254,-1.097903949022293,0.0002685546875,0.2,-0.004218918207334355,10,-13.880919,0.0003,0.13000720404088498
3,12288,1225.0,-0.1796326,9,1359,-0.01703786477446556,0.005215985,-1.0918202057480813,0.0073974609375,0.2,-0.006742930572363548,20,-2.1317515,0.0003,0.022911731502972543
4,16384,1225.0,-0.1811119230769231,12,1343,-0.00420932425186038,0.004798038,-1.0824516385793685,0.0067626953125,0.2,-0.0070785897027235475,30,-3.9550805,0.0003,0.014228942256886512
5,20480,1225.0,-0.160875875,15,1336,-0.019988682121038437,0.004909948,-1.073717823624611,0.0099853515625,0.2,-0.007240812765667215,40,-7.5928783,0.0003,0.009276497061364353
6,24576,1225.0,-0.1398323,18,1330,-0.018806487321853638,0.0060350695,-1.063573993742466,0.014453125,0.2,-0.007765699105220847,50,-7.7478094,0.0003,0.006414128793403506
7,28672,1225.0,-0.1043952608695652,21,1319,-0.019050078466534615,0.004711652,-1.0548149257898332,0.0087158203125,0.2,-0.007047280576080084,60,-7.088957,0.0003,0.005125815991777927
8,32768,1225.0,-0.06525534615384616,25,1307,-0.015707412734627724,0.007659285,-1.0374799400568009,0.03408203125,0.2,-0.008982943667797371,70,-6.356766,0.0003,0.004088204211439006
9,36864,1225.0,-0.08199823333333334,28,1296,-0.01894204504787922,0.005922308,-1.0228308781981468,0.017724609375,0.2,-0.007736660196678713,80,-5.5352697,0.0003,0.003329475919599645
10,40960,1225.0,-0.07301912121212122,31,1292,-0.010529193095862865,0.0063858377,-1.0069857947528362,0.0213134765625,0.2,-0.007751183497020975,90,-4.885488,0.0003,0.0027956370642641558
11,45056,1225.0,-0.05657216666666667,35,1279,-0.017247799783945084,0.00616342,-1.0055104359984397,0.0256591796875,0.2,-0.008257265359861776,100,-4.0576544,0.0003,0.0023873604455729946
12,49152,1225.0,-0.05268932500000001,38,1270,-0.016082338988780975,0.0077343863,-0.9949388533830643,0.0470947265625,0.2,-0.009993906546151265,110,-3.1917467,0.0003,0.0020217940924339927
13,53248,1225.0,-0.03657404651162792,41,1267,-0.020588943734765053,0.005980077,-0.9775219276547432,0.02041015625,0.2,-0.007495500531513244,120,-2.6129043,0.0003,0.0018228274129796773
14,57344,1225.0,-0.03277482608695653,45,1261,-0.012174173258244991,0.007508957,-0.9643242336809635,0.0362060546875,0.2,-0.00982498386874795,130,-2.8431783,0.0003,0.0016350925114238634
15,61440,1225.0,-0.003636220000000001,48,1262,-0.01979878544807434,0.007563281,-0.9429352723062039,0.05029296875,0.2,-0.01132310367829632,140,-1.9508967,0.0003,0.0014292674153693953
16,65536,1225.0,0.020070584905660376,52,1259,-0.019772663712501526,0.006979843,-0.9167670607566833,0.0412353515625,0.2,-0.010381962824612855,150,-1.6754847,0.0003,0.001291235358803533
17,69632,1225.0,0.04707523214285714,55,1250,-0.024056393653154373,0.0068397666,-0.8925365149974823,0.0414794921875,0.2,-0.009845993699855171,160,-1.1913831,0.0003,0.0013156369808712044
18,73728,1225.0,0.07526373333333332,59,1244,-0.022111926227808,0.006327181,-0.8785946756601334,0.0428955078125,0.2,-0.010091544868191703,170,-0.8246312,0.0003,0.0011795293321483769
19,77824,1225.0,0.09861790476190474,62,1241,-0.017250072211027145,0.005591671,-0.8640096746385098,0.0335205078125,0.2,-0.008034136748756282,180,-0.62704027,0.0003,0.0010310241166735068
20,81920,1225.0,0.1224673787878788,66,1236,-0.013959122821688652,0.006196457,-0.8534736387431622,0.037744140625,0.2,-0.009057690562622156,190,-0.53128207,0.0003,0.0009615353686967864
21,86016,1225.0,0.14822058571428573,69,1234,-0.02435891702771187,0.006654155,-0.8260617718100548,0.0470947265625,0.2,-0.00984272220521234,200,-0.20780492,0.0003,0.0009712765051517636
22,90112,1225.0,0.16127782191780823,72,1236,-0.013806846924126148,0.005419218,-0.8118543967604637,0.0373291015625,0.2,-0.00939465407282114,210,-0.039494872,0.0003,0.0008614951206254773
23,94208,1225.0,0.19067117105263157,76,1232,-0.01857888512313366,0.0054293377,-0.8035469211637973,0.0432373046875,0.2,-0.00932085613894742,220,0.014594436,0.0003,0.0008633111938252114
24,98304,1225.0,0.23135531250000002,79,1243,-0.01766023226082325,0.0064236056,-0.7872433669865131,0.0463623046875,0.2,-0.010254566255025566,230,0.20688158,0.0003,0.0009903088401188142
25,102400,1225.0,0.2588643253012049,81,1254,-0.013243140652775764,0.0063620466,-0.7799471281468868,0.04248046875,0.2,-0.009637906204443426,240,0.33591175,0.0003,0.0009861501326668075
26,106496,1225.0,0.27427201162790704,84,1260,-0.01745377853512764,0.006013971,-0.7818481884896755,0.0454833984375,0.2,-0.010114532441366463,250,0.36139762,0.0003,0.0009982312833017204
27,110592,1225.0,0.31297483333333337,87,1265,-0.024697203189134598,0.0063957833,-0.7601864874362946,0.04541015625,0.2,-0.010330652800621464,260,0.40035683,0.0003,0.0009874307274003514
28,114688,1225.0,0.33849403225806457,90,1267,-0.020329566672444344,0.0056010634,-0.7417562372982502,0.0423095703125,0.2,-0.010402188038278836,270,0.50955665,0.0003,0.0010049450225778855
29,118784,1225.0,0.3672163020833333,93,1271,-0.027737565338611603,0.006666316,-0.7283429980278016,0.050830078125,0.2,-0.010280590000911615,280,0.5149243,0.0003,0.0009269893242162652
30,122880,1225.0,0.40229808,96,1279,-0.01713111251592636,0.0067262016,-0.7125364229083061,0.052197265625,0.2,-0.009677927041775548,290,0.5679018,0.0003,0.0010074484605866018
31,126976,1225.0,0.44736349,98,1286,-0.022183282300829887,0.0045995703,-0.7077928334474564,0.03935546875,0.2,-0.009491001753485762,300,0.63394266,0.0003,0.0008563555311411619
32,131072,1225.0,0.4936807899999999,101,1288,-0.021827025339007378,0.005977394,-0.6878705613315106,0.0490234375,0.2,-0.009939590326393955,310,0.6028869,0.0003,0.0009397467234521173
33,135168,1225.0,0.56988025,104,1290,-0.021138908341526985,0.0066285003,-0.665275277942419,0.0556884765625,0.2,-0.01103040889138356,320,0.6651417,0.0003,0.0009698923102405387
