time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/loss,train/approx_kl,train/entropy_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/learning_rate,train/value_loss
1,4096,1225.0,-0.05255766666666667,2,1626,,,,,,,,,,
2,8192,1225.0,-0.27283816666666666,5,1495,-0.004691615700721741,0.002242839,-1.0979058772325516,0.0005859375,0.2,-0.0039837722084485,10,-44.94286,0.0003,0.10083539118058979
3,12288,1225.0,-0.2026236,8,1475,-0.007440831512212753,0.0036340784,-1.0931237146258355,0.002490234375,0.2,-0.0052080968511290845,20,-14.273201,0.0003,0.01716819787397981
4,16384,1225.0,-0.15503053846153844,11,1485,-0.009824107401072979,0.0040640463,-1.0885973811149596,0.0071533203125,0.2,-0.006226059437904041,30,-11.398032,0.0003,0.0117723485105671
5,20480,1225.0,-0.19399937499999997,13,1484,-0.01518129464238882,0.004132403,-1.0862952873110772,0.00673828125,0.2,-0.006550500128651038,40,-10.840999,0.0003,0.008589577802922577
6,24576,1225.0,-0.14842589999999997,16,1493,-0.015318043529987335,0.0043393625,-1.0806287929415703,0.0053955078125,0.2,-0.00561123230290832,50,-7.454976,0.0003,0.006533358321757987
7,28672,1225.0,-0.17252639130434783,19,1503,-0.007694928906857967,0.004250476,-1.0731299340724945,0.0052734375,0.2,-0.005538424225233029,60,-5.3129964,0.0003,0.005260249064303934
8,32768,1225.0,-0.15480396153846154,21,1511,-0.016033301129937172,0.0049210945,-1.067229801416397,0.0095947265625,0.2,-0.006789143668720498,70,-4.7854114,0.0003,0.004236308066174388
9,36864,1225.0,-0.13225193333333332,24,1504,-0.01669064350426197,0.0052026254,-1.0634711131453514,0.009130859375,0.2,-0.006422768117045052,80,-4.6107078,0.0003,0.003607646326418035
10,40960,1225.0,-0.12012203030303031,27,1496,-0.014657585881650448,0.006905284,-1.048827950656414,0.02119140625,0.2,-0.007723636011360213,90,-4.550311,0.0003,0.0031062944181030616
11,45056,1225.0,-0.10578594444444445,30,1480,-0.023429730907082558,0.006885769,-1.0254444614052773,0.03095703125,0.2,-0.008476978962426074,100,-3.151173,0.0003,0.0024965339893242345
12,49152,1225.0,-0.077080825,33,1467,-0.02027302049100399,0.0065120216,-1.004917597770691,0.021923828125,0.2,-0.007014047408301849,110,-3.5834365,0.0003,0.0022957363486057147
13,53248,1225.0,-0.04153258139534884,36,1463,-0.013450606726109982,0.007864626,-0.9789523690938949,0.045751953125,0.2,-0.011169085156871006,120,-2.7028673,0.0003,0.0020189523012959397
14,57344,1225.0,0.001166282608695651,39,1454,-0.016231762245297432,0.008204914,-0.9542210966348648,0.0538330078125,0.2,-0.01119398555601947,130,-2.6143568,0.0003,0.0017195188513142057
15,61440,1225.0,0.055467639999999985,42,1450,-0.013578592799603939,0.007677611,-0.9321987263858318,0.043798828125,0.2,-0.011033701486303471,140,-1.9139462,0.0003,0.0016287024060147814
16,65536,1225.0,0.09360639622641508,45,1453,-0.027474602684378624,0.0070458986,-0.9237598463892936,0.0484130859375,0.2,-0.01134129001875408,150,-0.7446877,0.0003,0.0016564195408136583
17,69632,1225.0,0.12930169642857142,47,1455,-0.024733319878578186,0.008546062,-0.9040142573416233,0.062890625,0.2,-0.013388805056456477,160,-0.50758684,0.0003,0.0013284647517139091
18,73728,1225.0,0.18159671666666666,50,1458,-0.019745321944355965,0.0063495957,-0.8970935381948948,0.042236328125,0.2,-0.009900839411420748,170,-0.3970989,0.0003,0.0011861096732900477
19,77824,1225.0,0.2152049841269841,53,1460,-0.022737057879567146,0.007813014,-0.8736731246113777,0.059228515625,0.2,-0.012200827396009117,180,0.0747326,0.0003,0.0014796502553508617
20,81920,1225.0,0.24814325757575753,56,1459,-0.02110905945301056,0.006646127,-0.860856468975544,0.04423828125,0.2,-0.010827397310640663,190,0.03217554,0.0003,0.0010602499562082813
21,86016,1225.0,0.29987237142857137,59,1453,-0.008106982335448265,0.0068085366,-0.8380921803414821,0.048046875,0.2,-0.010697891548625193,200,0.21734464,0.0003,0.0011678097958792931
22,90112,1225.0,0.3355539589041096,62,1448,-0.020824043080210686,0.0060521886,-0.81068734228611,0.041943359375,0.2,-0.010283080098452047,210,0.40810466,0.0003,0.0011507694500323851
23,94208,1225.0,0.3760493684210527,65,1448,-0.02612646482884884,0.007678774,-0.793713204562664,0.064599609375,0.2,-0.013186437985859811,220,0.45190823,0.0003,0.0010969997703796253
24,98304,1225.0,0.42701778749999997,67,1445,-0.023106670007109642,0.007960713,-0.7674291528761387,0.0558837890625,0.2,-0.011919070282601751,230,0.566987,0.0003,0.0010655941252480261
25,102400,1225.0,0.46052540963855415,70,1445,-0.016814710572361946,0.006576388,-0.7369869604706765,0.0520751953125,0.2,-0.011432591374614276,240,0.6400131,0.0003,0.0012310250385780819
26,106496,1225.0,0.5076155697674417,73,1445,-0.019058765843510628,0.006810885,-0.7251363418996334,0.056396484375,0.2,-0.012396304830326698,250,0.6722951,0.0003,0.0009542000538203865
27,110592,1225.0,0.5654451555555555,76,1443,-0.025369195267558098,0.0065443194,-0.7166167125105858,0.0508544921875,0.2,-0.011814821219013538,260,0.7033946,0.0003,0.0011277198740572204
28,114688,1225.0,0.6049245913978495,79,1441,-0.024000387638807297,0.0058386205,-0.7006902299821377,0.043603515625,0.2,-0.010168315954797436,270,0.7654927,0.0003,0.0010561144568782765
29,118784,1225.0,0.6490467916666667,82,1438,-0.02308349311351776,0.0075234594,-0.6925858341157436,0.05830078125,0.2,-0.011733280010230374,280,0.7510461,0.0003,0.0010324360097001772
30,122880,1225.0,0.7037089000000001,86,1426,-0.020661743357777596,0.0063295634,-0.6777755096554756,0.0522216796875,0.2,-0.01142860682157334,290,0.7806022,0.0003,0.0009954278590157627
31,126976,1225.0,0.7714625799999999,89,1418,-0.015955621376633644,0.0045864345,-0.6575483098626137,0.0348876953125,0.2,-0.009293332759989425,300,0.82389563,0.0003,0.0011375000511179678
32,131072,1225.0,0.85171852,92,1413,-0.014617698267102242,0.005960276,-0.6435615986585617,0.04677734375,0.2,-0.011333479406312108,310,0.82055324,0.0003,0.0011622291669482366
33,135168,1225.0,0.9493689199999998,96,1400,-0.015957441180944443,0.005351583,-0.6254280872642994,0.0407470703125,0.2,-0.010719838883960619,320,0.8345292,0.0003,0.0011905462793947662
34,139264,1225.0,1.02145171,99,1393,-0.02052857168018818,0.006062034,-0.5945608861744404,0.05888671875,0.2,-0.012748344393912703,330,0.87003106,0.0003,0.0011434973508585244
35,143360,1225.0,1.12100665,103,1389,-0.01505939569324255,0.005663767,-0.5826770715415478,0.0500244140625,0.2,-0.009611837673583068,340,0.8582245,0.0003,0.0010856002940272448
