#{"t_start": 1760924990.5737855, "env_id": "None"}
r,l,t
5.48614,1225,274.16864
5.452028,1225,274.96904
5.601856,1225,275.894992
5.712948,1225,277.121672
5.481566,1225,277.999697
5.59135,1225,278.926952
5.629472,1225,280.139016
5.672485,1225,280.902651
5.723781,1225,281.713218
5.558865,1225,282.528688
5.752474,1225,283.877485
5.815414,1225,284.695706
5.720833,1225,285.476683
5.561295,1225,286.728775
5.759874,1225,287.59761
5.492755,1225,288.583235
5.810334,1225,289.967579
5.734138,1225,291.0612
5.693573,1225,292.076016
5.6945,1225,293.11198
5.703272,1225,294.472556
5.746722,1225,295.388497
5.795522,1225,296.236191
5.68513,1225,297.554871
5.662264,1225,298.285822
5.65969,1225,299.123014
5.58291,1225,300.407246
5.684837,1225,301.367256
5.758934,1225,302.241636
5.832208,1225,303.04422
5.731086,1225,304.233754
5.75763,1225,305.059082
5.860554,1225,305.793705
5.850217,1225,306.950907
5.886101,1225,307.754898
5.817192,1225,308.542068
5.802953,1225,309.346935
5.941869,1225,310.525808
5.952189,1225,311.248708
5.785119,1225,312.012182
5.942399,1225,313.257321
5.840319,1225,314.014788
5.906302,1225,314.849437
5.932346,1225,316.019917
5.928015,1225,316.819132
5.987335,1225,317.61343
5.996764,1225,318.450653
6.129321,1225,319.607035
6.05784,1225,320.356121
5.979735,1225,321.126378
5.884954,1225,322.424995
5.884568,1225,323.255798
6.051469,1225,324.021288
6.148689,1225,325.159571
6.092861,1225,325.920492
6.121261,1225,326.693339
6.058879,1225,327.378528
5.967917,1225,328.606971
5.9882,1225,329.341178
6.069469,1225,330.121194
6.142297,1225,331.501562
6.012717,1225,332.198531
6.169859,1225,332.917616
6.031145,1225,334.160823
6.187294,1225,335.016316
6.088069,1225,335.845798
6.105214,1225,336.847202
6.172201,1225,338.330109
6.209022,1225,339.208995
6.175763,1225,339.955164
6.242934,1225,341.219511
6.236149,1225,342.012649
6.141133,1225,342.836009
6.20576,1225,344.274758
6.19344,1225,345.068851
6.252201,1225,345.838871
6.203647,1225,346.588112
6.351603,1225,347.870638
6.297025,1225,348.629768
6.338927,1225,349.419728
6.42959,1225,350.720726
6.29063,1225,351.697284
6.349234,1225,352.522063
6.439725,1225,353.828847
6.162541,1225,354.651656
6.307931,1225,355.537417
6.313089,1225,356.311444
6.308978,1225,357.539557
6.275927,1225,358.251091
6.330685,1225,359.036045
6.342554,1225,360.277718
6.311635,1225,361.207096
6.282025,1225,362.040529
6.354822,1225,363.249836
6.42776,1225,364.065906
6.559966,1225,364.870771
6.453184,1225,365.587164
6.317519,1225,366.857586
6.418013,1225,367.688842
6.35504,1225,368.46734
6.545138,1225,369.729869
6.33361,1225,370.528544
6.350144,1225,371.290462
6.480552,1225,372.511947
6.580685,1225,373.315067
6.593145,1225,374.106243
6.513216,1225,374.899811
6.489998,1225,376.13884
6.499703,1225,376.875365
6.570338,1225,377.7596
6.560231,1225,379.013048
6.64617,1225,379.876801
6.483173,1225,380.709704
6.540385,1225,381.957378
6.599718,1225,382.741485
6.591215,1225,383.450586
6.621101,1225,384.202684
6.600737,1225,385.355971
6.662169,1225,386.197622
6.691115,1225,387.015224
6.732997,1225,388.240748
6.684243,1225,389.037046
6.775466,1225,389.753239
6.59213,1225,391.006688
6.637695,1225,391.823682
6.702679,1225,392.59952
6.576919,1225,393.39835
6.697056,1225,394.575161
6.466255,1225,395.332444
6.775583,1225,396.113452
6.698064,1225,397.306171
6.502692,1225,398.069243
6.607709,1225,398.985975
6.511098,1225,400.13677
6.681666,1225,401.004713
6.510778,1225,401.856486
6.593928,1225,402.616964
6.511097,1225,403.812657
6.704737,1225,404.605182
6.559329,1225,405.425275
6.798255,1225,406.68491
6.645049,1225,407.436299
6.664124,1225,408.213448
6.824032,1225,409.000678
6.74021,1225,410.272811
6.764587,1225,411.083291
6.704746,1225,411.837253
6.741651,1225,413.039391
6.777122,1225,413.820495
6.681903,1225,414.569
6.691874,1225,415.769772
6.804099,1225,416.523102
6.693558,1225,417.324481
6.843171,1225,418.134376
6.831684,1225,419.375818
6.877423,1225,420.124322
6.923818,1225,420.908575
6.888558,1225,422.042206
6.861049,1225,422.836516
6.911439,1225,423.629335
6.88355,1225,424.899532
6.929456,1225,425.77357
6.905561,1225,426.60237
6.750159,1225,427.47158
6.833431,1225,428.687289
6.918339,1225,429.593333
6.901124,1225,430.369585
6.930324,1225,431.618428
6.905343,1225,432.394615
6.91142,1225,433.167301
6.858809,1225,434.336987
7.021554,1225,435.152905
6.95925,1225,435.955018
6.867288,1225,436.675397
6.868315,1225,437.843007
6.930993,1225,438.759708
7.011258,1225,439.513981
6.948884,1225,440.69111
7.041809,1225,441.416805
7.055745,1225,442.193675
7.073234,1225,443.594318
6.972734,1225,444.412185
6.987067,1225,445.201699
6.981218,1225,446.022444
7.092567,1225,447.266919
6.937183,1225,448.101928
7.013705,1225,448.957003
6.989385,1225,450.256218
7.022571,1225,451.02888
7.041044,1225,451.856077
7.051993,1225,453.028378
7.112356,1225,453.841872
7.041734,1225,454.642759
7.121569,1225,455.350956
6.845262,1225,456.503867
7.165549,1225,457.292975
6.964214,1225,458.119342
