#{"t_start": 1760927297.3571818, "env_id": "None"}
r,l,t
4.015991,1226,219.126461
4.15738,1226,219.949855
4.064142,1226,220.7986
4.101682,1226,221.578811
4.046259,1226,223.10464
4.092063,1226,223.986174
4.063208,1226,224.661779
4.093548,1226,225.889937
4.08689,1226,226.887803
4.01883,1226,227.708207
3.990921,1226,229.053134
4.097839,1226,230.069735
4.019837,1226,230.911191
4.021765,1226,231.698341
4.152802,1226,232.919244
4.204482,1226,233.760897
4.391849,1226,234.445219
4.2111,1226,235.635123
4.264946,1226,236.675592
4.005004,1226,237.53917
4.369882,1226,239.126232
4.352209,1226,240.199244
4.312243,1226,241.171863
4.290685,1226,241.95357
4.317149,1226,243.257829
4.372941,1226,244.066193
4.417256,1226,244.916114
4.229,1226,246.133152
4.294547,1226,246.932047
4.159974,1226,247.675439
4.388107,1226,248.886725
4.398716,1226,249.798257
4.508894,1226,250.600083
4.298907,1226,251.386364
4.326135,1226,252.756956
4.496269,1226,253.57939
4.446183,1226,254.537906
4.512618,1226,255.91186
4.533343,1226,256.718134
4.402691,1226,257.516259
4.603632,1226,258.707174
4.54142,1226,259.638268
4.60707,1226,260.5762
4.569641,1226,261.643914
4.680794,1226,263.048534
4.738439,1226,263.842597
4.492213,1226,264.645571
4.563083,1226,265.884852
4.694833,1226,266.746007
4.680655,1226,267.544338
4.719206,1226,268.966291
4.622571,1226,269.95356
4.782474,1226,270.733382
4.592058,1226,271.507092
4.829698,1226,272.776453
4.689442,1226,273.522758
4.479319,1226,274.246171
4.868192,1226,275.568307
4.766709,1226,276.373119
4.953668,1226,277.366309
4.659959,1226,278.901705
4.872167,1226,279.909012
4.816867,1226,280.753043
4.933922,1226,281.542878
4.695437,1226,282.868302
4.813216,1226,283.6402
4.788294,1226,284.402221
4.989026,1226,285.710489
4.884576,1226,286.713949
4.932836,1226,287.60015
4.836649,1226,288.379206
4.720105,1226,289.710794
4.813365,1226,290.508321
4.74423,1226,291.193707
4.854872,1226,292.391116
4.915199,1226,293.232601
4.937899,1226,294.101776
5.093175,1226,295.346829
5.040705,1226,296.163504
4.980658,1226,296.945436
4.997893,1226,297.578426
4.990827,1226,298.867349
5.105923,1226,299.641872
4.862303,1226,300.500603
5.091638,1226,301.744739
5.206182,1226,302.51204
5.114267,1226,303.24982
5.011237,1226,304.473
5.082012,1226,305.217995
5.033087,1226,305.98854
5.006094,1226,306.731245
5.229449,1226,307.869153
5.089665,1226,308.549109
5.118466,1226,309.317995
5.087893,1226,310.578973
5.274376,1226,311.410267
5.230483,1226,312.249878
5.084639,1226,313.60254
5.097051,1226,314.386926
5.285795,1226,315.253834
5.248493,1226,316.062264
5.224628,1226,317.285787
5.276575,1226,318.074736
5.368887,1226,318.809061
5.326294,1226,320.015851
5.323201,1226,320.880939
5.389003,1226,321.636271
5.434878,1226,322.926271
5.176972,1226,323.704017
5.296538,1226,324.564728
5.401406,1226,325.332752
5.35296,1226,326.599804
5.481754,1226,327.417789
5.498143,1226,328.178896
5.233707,1226,329.306269
5.440678,1226,330.075387
5.388312,1226,330.744714
5.494457,1226,331.941857
5.289885,1226,332.799494
5.364024,1226,333.577435
5.367124,1226,334.357921
5.531234,1226,335.560707
5.523097,1226,336.354241
5.465828,1226,337.068826
5.355096,1226,338.254106
5.488432,1226,339.071913
5.222235,1226,339.941661
5.369038,1226,341.183411
5.521447,1226,341.929285
5.757794,1226,342.77919
5.533437,1226,343.598471
5.490872,1226,344.780247
5.631786,1226,345.580215
5.608755,1226,346.369989
5.480766,1226,347.659117
5.59378,1226,348.457035
5.520107,1226,349.213324
5.343621,1226,350.310811
5.586347,1226,351.03703
5.65423,1226,351.828009
5.697545,1226,352.610552
5.614541,1226,353.886204
5.490655,1226,354.632043
5.524848,1226,355.436364
5.592197,1226,356.726905
5.594896,1226,357.533
5.52474,1226,358.383643
5.61402,1226,359.671269
5.58566,1226,360.515912
5.650306,1226,361.335076
5.577164,1226,362.081864
5.690918,1226,363.38442
5.757399,1226,364.175794
5.863095,1226,365.029263
5.847827,1226,366.338101
5.913879,1226,367.126916
5.615671,1226,367.887774
5.750768,1226,368.910535
5.742423,1226,369.66917
5.59887,1226,370.445289
5.794629,1226,371.269735
5.605049,1226,372.586792
5.725673,1226,373.413706
5.811763,1226,374.161063
5.798202,1226,375.857187
5.815987,1226,376.827761
5.915326,1226,377.643847
5.725819,1226,379.002621
5.508385,1226,379.740293
5.66302,1226,380.472865
5.732437,1226,381.232759
5.786323,1226,382.454767
5.644093,1226,383.284588
5.820587,1226,384.034308
5.659991,1226,385.32963
5.494677,1226,386.204863
5.968897,1226,386.957506
5.71179,1226,388.09294
5.676228,1226,388.854538
5.753858,1226,389.595559
5.811311,1226,390.504931
5.97552,1226,391.752484
6.006858,1226,392.392972
5.933746,1226,393.180699
5.970671,1226,394.374604
5.900246,1226,395.098513
5.96438,1226,395.819643
5.891763,1226,396.954304
5.92702,1226,397.76481
5.944181,1226,398.601848
5.943843,1226,399.381613
5.981006,1226,400.665371
5.901896,1226,401.349791
5.941853,1226,402.122425
5.917327,1226,403.502207
6.053962,1226,404.492445
5.913861,1226,405.545312
5.973759,1226,407.000835
5.995306,1226,407.832435
6.023287,1226,408.774306
5.816785,1226,409.51592
6.047682,1226,410.657372
5.844176,1226,411.488895
6.082338,1226,412.213439
6.005197,1226,413.617447
6.039454,1226,414.432195
5.969541,1226,415.283396
6.014986,1226,416.430558
6.140403,1226,417.411992
6.022272,1226,418.180157
6.240038,1226,418.883999
6.021181,1226,420.089419
5.816983,1226,420.828536
6.065151,1226,421.543359
6.058258,1226,422.654049
6.102137,1226,423.379212
5.959935,1226,424.087293
5.890599,1226,425.205003
5.996949,1226,426.570869
5.963675,1226,427.382523
5.958974,1226,428.122915
6.103509,1226,429.268719
5.921398,1226,430.384434
5.981108,1226,431.335607
5.971315,1226,432.520955
6.031236,1226,433.266415
6.160817,1226,433.975257
5.883991,1226,434.761086
6.085974,1226,436.20406
6.120186,1226,437.147188
6.107049,1226,437.827494
6.24593,1226,438.999621
6.278606,1226,439.680231
6.159168,1226,440.431189
6.277388,1226,441.661567
6.060814,1226,442.450952
6.104933,1226,443.258286
5.849119,1226,443.955399
6.362951,1226,445.111827
6.117871,1226,445.837999
6.032323,1226,446.503838
6.244673,1226,447.691429
6.200786,1226,448.408854
6.389368,1226,449.157393
6.080766,1226,450.270969
6.119779,1226,450.960598
6.344272,1226,451.627745
6.385952,1226,452.344492
6.241161,1226,453.535523
6.263938,1226,454.260771
6.333857,1226,454.942358
6.355739,1226,456.130559
6.140349,1226,456.825554
6.292928,1226,457.528082
6.233423,1226,458.759833
6.334386,1226,459.559735
6.301785,1226,460.359713
6.372048,1226,461.183912
6.32454,1226,462.401247
6.392263,1226,463.115579
6.39598,1226,463.940991
6.218128,1226,465.149539
6.31972,1226,465.938926
6.217557,1226,466.664507
6.313616,1226,467.825037
6.401401,1226,468.729143
6.334799,1226,469.467563
6.225898,1226,470.468246
