#{"t_start": 1760926845.067338, "env_id": "None"}
r,l,t
2.533606,1225,166.626816
2.513491,1225,167.853151
2.633361,1225,168.555223
2.629466,1225,169.339158
2.560824,1225,170.664616
2.549807,1225,171.494869
2.641167,1225,172.421049
2.608864,1225,173.649546
2.653436,1225,174.489986
2.673633,1225,175.347556
2.663995,1225,176.170872
2.72472,1225,177.510017
2.962646,1225,178.362737
2.307911,1225,179.20729
2.792201,1225,180.642434
2.876345,1225,181.511735
2.635934,1225,182.355658
2.622728,1225,183.632568
2.958604,1225,184.503951
2.902378,1225,185.390484
2.751566,1225,186.2693
2.911123,1225,187.638353
2.71463,1225,188.429861
3.064127,1225,189.265273
2.650016,1225,190.539273
2.836307,1225,191.33575
2.869343,1225,192.206777
2.753764,1225,193.538966
3.004932,1225,194.410862
3.059966,1225,195.283836
3.097554,1225,196.119113
3.138701,1225,197.547049
3.01643,1225,198.607205
2.912674,1225,199.483953
2.978069,1225,201.064905
3.048347,1225,201.934807
3.355687,1225,202.837694
3.261308,1225,204.138418
3.11323,1225,204.975931
3.176791,1225,205.888138
2.95735,1225,206.794211
3.284686,1225,208.07038
3.220908,1225,209.090154
3.330744,1225,209.972084
3.397445,1225,211.327791
3.161702,1225,212.180635
3.359849,1225,213.05411
3.199561,1225,214.049174
3.410597,1225,215.616682
3.55875,1225,216.577994
3.305643,1225,217.53333
3.184075,1225,218.988125
3.465893,1225,219.925765
3.347191,1225,220.745054
3.365663,1225,222.110693
3.314829,1225,223.068063
3.379359,1225,224.100289
3.511996,1225,225.006312
3.437438,1225,226.247279
3.711015,1225,227.173797
3.674575,1225,228.329602
3.62635,1225,229.821545
3.579151,1225,230.57815
3.575456,1225,231.433819
3.587004,1225,233.070533
3.667813,1225,234.020944
3.603644,1225,235.029331
3.692271,1225,236.119694
3.546232,1225,237.709903
3.541173,1225,238.509813
3.764319,1225,239.369897
3.582825,1225,240.639206
3.722133,1225,241.670457
3.50644,1225,242.641706
3.512669,1225,243.836371
3.7127,1225,244.579509
3.900973,1225,245.415147
3.586794,1225,246.251846
3.505294,1225,247.507008
3.851972,1225,248.499083
3.784551,1225,249.353614
3.807224,1225,250.705144
3.686932,1225,251.46475
3.699637,1225,252.227968
3.808125,1225,253.35105
3.748843,1225,254.146212
3.930553,1225,255.029786
3.849362,1225,255.83734
3.903079,1225,256.972058
4.150323,1225,257.620524
4.007342,1225,258.37655
3.760453,1225,259.493187
4.011322,1225,260.31285
3.960802,1225,261.118249
3.916885,1225,262.256616
4.107318,1225,263.153248
4.000031,1225,263.985238
3.887942,1225,264.725441
3.989761,1225,265.957056
3.950519,1225,266.723511
3.99453,1225,267.490728
4.092767,1225,268.734629
4.067742,1225,269.594364
4.076913,1225,270.479944
4.104516,1225,271.901163
4.194005,1225,272.768388
4.142196,1225,273.537008
3.942046,1225,274.398548
4.110889,1225,275.863439
4.237346,1225,276.858019
4.033373,1225,277.714883
4.17917,1225,279.019514
4.305053,1225,279.900234
4.229873,1225,280.755293
4.223407,1225,282.371365
4.321308,1225,283.449255
4.104367,1225,284.298191
4.29719,1225,285.022785
4.258569,1225,286.176983
4.337485,1225,286.954756
4.35977,1225,287.876183
4.312978,1225,289.212172
4.310623,1225,289.949155
4.237866,1225,290.791626
4.379285,1225,291.972911
4.253754,1225,292.857277
4.50643,1225,293.681539
4.23403,1225,294.477205
4.31251,1225,295.722322
4.421678,1225,296.400245
4.325321,1225,297.100345
4.404803,1225,298.2986
4.394496,1225,299.080282
4.485604,1225,299.779346
4.499646,1225,300.842387
4.515143,1225,301.532608
4.609043,1225,302.26683
4.519329,1225,303.050117
4.502317,1225,304.225285
4.461621,1225,304.969879
4.618615,1225,305.733197
4.587909,1225,306.809174
4.5169,1225,307.500175
4.663898,1225,308.173422
4.688619,1225,309.273923
4.654293,1225,310.020938
4.740033,1225,310.715531
4.498169,1225,311.33235
4.575519,1225,312.409973
4.716211,1225,313.158726
4.617842,1225,313.922695
4.821656,1225,315.051277
4.707691,1225,315.755805
4.610591,1225,316.467441
4.727481,1225,317.125052
4.969237,1225,318.235117
4.814115,1225,318.982015
4.84951,1225,319.668343
4.765427,1225,320.772716
4.811975,1225,321.579268
4.676446,1225,322.314992
4.841137,1225,323.387672
4.990245,1225,324.159348
4.854357,1225,324.929747
4.725032,1225,325.631596
4.87851,1225,326.751155
4.82384,1225,327.49854
4.954943,1225,328.20744
4.952765,1225,329.451178
4.958541,1225,330.152249
5.139188,1225,330.869
4.942894,1225,331.931617
5.145023,1225,332.644759
5.012835,1225,333.375531
4.902252,1225,334.154577
4.903727,1225,335.268917
5.111923,1225,335.970666
5.028335,1225,336.598901
5.05701,1225,337.653447
5.111117,1225,338.309927
5.097685,1225,338.90292
5.088839,1225,340.012976
5.296248,1225,340.649632
5.137678,1225,341.303657
5.117144,1225,342.053333
5.350238,1225,343.163028
5.206822,1225,343.791966
5.138085,1225,344.614401
5.138317,1225,345.835487
5.272881,1225,346.570891
5.27627,1225,347.280952
5.101551,1225,348.445199
5.125868,1225,349.126757
5.272842,1225,349.733303
5.286024,1225,350.461921
5.3202,1225,351.64673
5.254992,1225,352.330961
5.354925,1225,352.986559
5.314022,1225,354.08686
5.320711,1225,354.818331
5.375598,1225,355.487679
5.338937,1225,356.573816
5.439437,1225,357.285976
5.380526,1225,357.980463
5.307855,1225,358.626422
5.407254,1225,359.690901
5.364831,1225,360.328266
5.533478,1225,361.034854
5.477732,1225,362.113672
5.398189,1225,362.823083
5.392232,1225,363.479008
5.444942,1225,364.618221
5.418646,1225,365.37316
5.491111,1225,366.117482
5.353659,1225,366.804324
5.535439,1225,367.863054
5.550845,1225,368.534796
5.342059,1225,369.255528
5.575596,1225,370.361855
5.48643,1225,371.088692
5.563073,1225,371.832535
5.484286,1225,372.964561
5.550829,1225,373.662636
5.578513,1225,374.437141
5.52418,1225,375.136672
5.554191,1225,376.380307
5.458322,1225,377.040947
5.577331,1225,377.679091
5.501863,1225,378.738834
5.560521,1225,379.464568
5.54312,1225,380.084409
5.518616,1225,381.188256
5.657991,1225,381.89111
5.628425,1225,382.58095
5.658361,1225,383.260901
5.732384,1225,384.392068
5.651514,1225,385.061339
5.765717,1225,385.768592
5.687192,1225,386.871762
5.805789,1225,387.473988
5.729383,1225,388.306556
5.511522,1225,389.951176
5.794199,1225,390.900728
5.590791,1225,391.911431
5.683445,1225,392.715876
5.75402,1225,393.848625
5.651458,1225,394.548909
5.813975,1225,395.24001
5.70824,1225,396.29366
5.893725,1225,397.055858
5.730301,1225,397.876331
5.65156,1225,398.980889
5.769823,1225,399.726604
5.871462,1225,400.384606
5.925185,1225,401.073277
5.75569,1225,402.389859
5.825772,1225,403.058927
5.847652,1225,403.673084
5.854305,1225,404.903691
5.764527,1225,405.612146
5.826892,1225,406.301068
5.886648,1225,406.939233
5.881034,1225,408.019808
5.960405,1225,408.685044
5.801666,1225,409.321436
5.791585,1225,410.379845
5.917611,1225,411.044508
5.848755,1225,411.691637
5.905744,1225,412.803419
5.971502,1225,413.470364
5.988163,1225,414.143394
5.907019,1225,414.787164
5.862844,1225,415.925812
5.888034,1225,416.618227
5.914564,1225,417.462338
5.905116,1225,418.671472
5.911948,1225,419.466631
5.955879,1225,420.175617
5.855923,1225,421.322617
6.005583,1225,422.034386
5.901964,1225,422.728701
5.98074,1225,423.412772
5.990024,1225,424.555597
5.991545,1225,425.390081
5.906151,1225,426.194023
6.021966,1225,427.347754
5.94542,1225,428.057238
5.991842,1225,428.713401
5.950378,1225,429.762132
6.032854,1225,430.456658
6.028451,1225,431.186657
5.968993,1225,431.86935
6.017372,1225,432.89901
5.97676,1225,433.574718
5.899622,1225,434.37765
6.01064,1225,435.63716
5.968323,1225,436.301305
5.99978,1225,437.041741
5.990268,1225,438.130751
5.976742,1225,438.863417
6.024144,1225,439.542767
6.080098,1225,440.26808
6.083434,1225,441.407366
6.054057,1225,442.147061
6.11379,1225,442.908226
5.938002,1225,444.121268
5.989744,1225,444.915008
6.090664,1225,445.625422
6.104257,1225,446.693744
5.988246,1225,447.382015
6.001149,1225,448.122682
5.985054,1225,448.874265
6.004593,1225,450.047175
6.145518,1225,450.681383
6.122375,1225,451.317461
