#{"t_start": 1760925942.5347798, "env_id": "None"}
r,l,t
0.96648,1226,62.468755
0.701632,1226,63.116409
1.133504,1226,63.766175
0.969401,1226,64.812121
1.071281,1226,65.507087
0.866035,1226,66.18231
1.215385,1226,66.795829
1.032767,1226,67.857358
1.094543,1226,68.501473
1.218064,1226,69.16073
0.991147,1226,70.227167
1.168452,1226,70.889712
1.214958,1226,71.571993
1.15667,1226,72.628934
1.066823,1226,73.247339
1.195764,1226,73.881027
1.062098,1226,74.50834
1.280468,1226,75.53377
1.238347,1226,76.172607
1.380215,1226,76.863652
1.416018,1226,77.900749
1.47316,1226,78.542114
1.443062,1226,79.203605
1.567465,1226,80.201922
1.421885,1226,80.854034
1.377386,1226,81.584224
1.433091,1226,82.353703
1.612781,1226,83.727546
1.291291,1226,84.644826
1.726647,1226,85.449681
1.595194,1226,86.516564
1.293113,1226,87.424193
1.321258,1226,88.268171
1.3501,1226,89.416172
1.41715,1226,90.392854
1.568915,1226,91.211282
1.366344,1226,92.232038
1.673916,1226,93.504957
1.578695,1226,94.168061
1.608973,1226,94.893848
1.506314,1226,95.988852
1.604006,1226,96.717675
1.571365,1226,97.420598
1.69591,1226,98.57872
1.534363,1226,99.289699
1.889716,1226,100.026604
1.821932,1226,100.718095
1.646222,1226,101.924049
1.638752,1226,102.665258
1.677971,1226,103.399532
1.798273,1226,104.513767
1.841154,1226,105.252188
1.795382,1226,106.061691
1.794167,1226,107.201509
1.909044,1226,108.138747
1.985352,1226,108.980339
2.141261,1226,109.83651
1.967798,1226,111.278475
1.879935,1226,112.303069
1.748304,1226,113.324188
1.773896,1226,114.787573
2.03063,1226,115.56668
1.942784,1226,116.304606
1.699713,1226,117.580547
1.897521,1226,118.40692
1.911627,1226,119.138625
2.084206,1226,119.974073
2.070319,1226,121.309945
2.120716,1226,122.261852
2.142305,1226,122.998378
2.111399,1226,124.062823
2.076563,1226,124.72153
2.168486,1226,125.429221
2.021871,1226,126.028086
2.109624,1226,127.12586
2.08493,1226,127.839956
2.05056,1226,128.53478
2.213756,1226,129.745809
2.015798,1226,130.3822
1.943298,1226,131.011877
2.019423,1226,132.058473
2.273206,1226,132.674911
2.063399,1226,133.376993
2.362188,1226,134.042752
1.959913,1226,135.373745
1.909434,1226,136.257133
2.122452,1226,137.114956
2.175941,1226,138.576496
2.100657,1226,139.560457
2.133364,1226,140.547165
2.117933,1226,142.021515
2.406321,1226,143.019563
2.065666,1226,144.011159
2.118963,1226,144.918368
2.343242,1226,146.316725
2.203573,1226,147.285869
2.318241,1226,148.27034
2.058505,1226,149.713761
2.298356,1226,150.600322
2.054576,1226,151.509475
2.445868,1226,152.863248
2.23727,1226,153.877886
2.309001,1226,154.811033
2.371017,1226,155.760883
2.219807,1226,157.229219
2.39892,1226,158.175829
2.483232,1226,159.098132
2.399802,1226,160.516782
2.550866,1226,161.458811
2.459238,1226,162.356135
2.403619,1226,163.718452
2.634793,1226,164.651894
2.441997,1226,165.631014
2.656955,1226,166.654606
2.430483,1226,168.200609
2.702487,1226,169.329712
2.231399,1226,170.404031
2.573128,1226,171.825803
2.770337,1226,172.761648
2.780898,1226,173.762334
2.556504,1226,175.151353
2.785232,1226,176.095078
2.639082,1226,177.073503
2.705444,1226,178.063529
2.697556,1226,179.36902
2.587511,1226,180.079725
2.770142,1226,180.767412
2.791037,1226,181.908099
2.843613,1226,182.605705
2.571544,1226,183.427854
2.626756,1226,184.558384
2.676777,1226,185.268449
2.881758,1226,185.994447
2.908094,1226,186.747413
3.000346,1226,187.8826
2.836204,1226,188.611897
2.69178,1226,189.347867
2.730439,1226,190.446511
2.673003,1226,191.145003
2.796344,1226,191.946824
3.137092,1226,193.113054
2.903918,1226,193.813722
2.872532,1226,194.486776
3.050974,1226,195.194144
3.064397,1226,196.344495
2.950274,1226,197.181353
2.890286,1226,197.957634
2.979548,1226,199.196943
2.939978,1226,199.874461
2.927638,1226,200.586044
2.793972,1226,201.737206
2.967747,1226,202.466302
3.079771,1226,203.172378
2.842382,1226,203.913208
3.25368,1226,205.042087
3.065177,1226,205.70066
3.111178,1226,206.454792
3.255219,1226,207.781283
3.191135,1226,208.511072
3.135701,1226,209.180687
3.069778,1226,210.327874
3.170337,1226,211.03018
3.276771,1226,211.720465
3.23068,1226,212.417977
3.17445,1226,213.610367
3.183687,1226,214.500667
3.25568,1226,215.310944
3.186486,1226,216.452432
3.236338,1226,217.179932
3.184002,1226,218.076833
3.360561,1226,219.271649
3.407746,1226,220.063031
3.433986,1226,220.717546
3.444216,1226,221.483053
3.399391,1226,222.560445
3.411214,1226,223.374764
3.541174,1226,224.159027
3.546981,1226,225.343492
3.483603,1226,226.139424
3.489435,1226,227.029916
3.476252,1226,228.169878
3.452013,1226,229.030173
3.603829,1226,229.859235
3.456806,1226,230.605214
3.705194,1226,231.716901
3.587073,1226,232.482542
3.671906,1226,233.229964
3.580098,1226,234.404583
3.698605,1226,235.07851
3.585808,1226,235.808759
3.661248,1226,236.939624
3.624047,1226,237.712515
3.755998,1226,238.430965
3.606849,1226,239.201462
3.571648,1226,240.357949
3.699824,1226,241.27831
3.771677,1226,242.213737
3.714401,1226,243.464008
3.856426,1226,244.414717
3.632134,1226,245.249298
3.912645,1226,246.484351
3.840032,1226,247.341936
3.798121,1226,248.199563
3.890994,1226,249.009587
3.657863,1226,250.367881
3.742539,1226,251.30813
3.720357,1226,252.106365
3.780623,1226,253.373719
3.862134,1226,254.238732
3.764918,1226,255.024311
4.062469,1226,256.191244
3.994253,1226,257.055749
3.998996,1226,257.838452
4.037985,1226,258.645034
3.924169,1226,259.921731
3.993107,1226,260.675048
3.951259,1226,261.410261
3.862363,1226,262.651166
3.983211,1226,263.502718
3.944821,1226,264.345261
4.079302,1226,265.165802
3.992284,1226,266.362613
4.096518,1226,267.158718
4.177342,1226,267.931105
3.986597,1226,269.361137
4.161345,1226,270.358665
4.156097,1226,271.217349
4.084049,1226,272.490427
4.100588,1226,273.422577
4.198682,1226,274.182732
4.14361,1226,274.948399
4.138705,1226,276.044137
4.257051,1226,276.710782
4.212458,1226,277.430444
4.182266,1226,278.53077
4.279697,1226,279.221478
4.225782,1226,279.873096
4.246943,1226,280.937888
4.250298,1226,281.576013
4.233283,1226,282.248179
4.296322,1226,282.894696
4.373889,1226,283.972766
4.251295,1226,284.591875
4.259044,1226,285.340418
4.412301,1226,286.496984
4.3193,1226,287.170754
4.319184,1226,287.939838
4.283725,1226,289.037297
4.337278,1226,289.764743
4.249134,1226,290.500915
4.335003,1226,291.217976
4.448699,1226,292.401165
4.39956,1226,293.054713
4.226306,1226,293.701839
4.342507,1226,294.811774
4.360096,1226,295.561268
4.417481,1226,296.279437
4.399361,1226,297.34663
4.456935,1226,298.02096
4.434403,1226,298.910428
4.519574,1226,299.624432
4.385684,1226,300.730626
4.512811,1226,301.437093
4.408618,1226,302.091781
4.412656,1226,303.205674
4.631356,1226,303.844457
4.527514,1226,304.515379
4.53876,1226,305.656656
4.501115,1226,306.382245
4.499403,1226,307.1085
4.450645,1226,307.787354
4.48977,1226,308.836103
4.535077,1226,309.43681
4.477107,1226,310.186499
4.495237,1226,311.264989
4.543533,1226,312.023595
4.548362,1226,312.796062
4.563936,1226,313.910397
4.467365,1226,314.598332
4.767341,1226,315.303038
4.57615,1226,316.131902
4.652852,1226,317.45441
4.643787,1226,318.330541
4.823345,1226,319.163129
4.605541,1226,320.351117
4.690366,1226,321.126984
4.630076,1226,321.954781
4.758611,1226,323.1767
4.720957,1226,323.87036
4.79387,1226,324.613828
4.503928,1226,325.391199
4.665159,1226,326.550592
4.601806,1226,327.331171
4.665459,1226,328.052332
4.834889,1226,329.203975
4.852387,1226,330.074988
4.829827,1226,330.75223
4.834438,1226,331.850868
4.602328,1226,332.66522
4.817128,1226,333.412538
4.764973,1226,334.207616
4.853972,1226,335.397895
4.781468,1226,336.100633
4.730766,1226,336.870182
4.775696,1226,337.972268
4.74519,1226,338.698992
4.911049,1226,339.381595
4.862603,1226,340.538164
4.878189,1226,341.306674
4.842018,1226,342.140645
4.819823,1226,343.019308
4.953256,1226,344.219172
4.919931,1226,345.002947
4.864897,1226,345.751777
4.754933,1226,346.930667
4.876546,1226,347.685939
4.8812,1226,348.373216
4.870342,1226,349.486368
4.906012,1226,350.185654
5.035102,1226,350.853356
4.969614,1226,351.588956
4.943256,1226,352.742361
4.949968,1226,353.579965
5.043215,1226,354.279776
4.840608,1226,355.443823
4.930689,1226,356.261358
4.937563,1226,356.895882
4.942021,1226,357.889325
5.024437,1226,358.71381
4.888437,1226,359.374155
5.052757,1226,360.137628
5.06249,1226,361.36453
5.009242,1226,362.181029
4.867143,1226,362.871629
4.945191,1226,363.958089
5.024392,1226,364.73302
5.062482,1226,365.498883
4.991027,1226,366.579481
4.991157,1226,367.32443
4.972233,1226,368.035173
5.202215,1226,368.701254
5.091547,1226,369.785287
5.099647,1226,370.452309
5.031579,1226,371.184154
5.064585,1226,372.279133
5.089457,1226,372.985459
5.062901,1226,373.669268
5.181363,1226,374.857299
5.152053,1226,375.543083
5.099949,1226,376.265297
5.122774,1226,376.890779
5.112614,1226,378.011066
5.187121,1226,378.652664
5.229175,1226,379.357603
5.099196,1226,380.611708
5.155855,1226,381.444013
5.042841,1226,382.166943
5.118912,1226,383.312797
5.212934,1226,384.095832
5.114552,1226,384.929824
5.281153,1226,385.646804
5.204833,1226,386.85691
5.245888,1226,387.631025
5.284412,1226,388.542879
5.275788,1226,389.75833
5.231951,1226,390.650464
5.282759,1226,391.491642
5.434252,1226,392.250264
5.385031,1226,393.485705
5.230739,1226,394.319853
5.467146,1226,395.099432
5.451037,1226,396.371123
5.513594,1226,397.204335
5.391146,1226,397.930238
5.376168,1226,399.126912
5.323745,1226,399.99908
5.406781,1226,400.803749
5.394071,1226,401.671744
5.403009,1226,402.82621
5.385364,1226,403.596462
5.40199,1226,404.394961
5.388161,1226,405.714626
5.440486,1226,406.599275
5.485699,1226,407.392862
5.552221,1226,408.508342
5.372263,1226,409.220807
5.47599,1226,409.958956
5.318172,1226,410.776279
5.429899,1226,411.77825
5.437362,1226,412.545201
5.589798,1226,413.233073
5.516476,1226,414.295473
5.520561,1226,414.937086
5.606233,1226,415.630239
5.584014,1226,416.780281
5.508556,1226,417.45179
5.532222,1226,418.108069
5.52836,1226,418.796183
5.446734,1226,419.873906
5.565867,1226,420.592121
5.639465,1226,421.32759
5.575304,1226,422.435992
5.582449,1226,423.088767
5.669037,1226,423.787247
5.50735,1226,424.839824
5.501982,1226,425.491547
5.575949,1226,426.132395
5.529326,1226,426.786588
5.496368,1226,427.804048
5.6263,1226,428.452722
5.614866,1226,429.092556
5.549,1226,430.155764
5.562461,1226,430.864024
5.552875,1226,431.5679
5.648494,1226,432.641621
5.667221,1226,433.308551
5.625324,1226,434.037207
5.646929,1226,434.685684
