rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/learning_rate,train/explained_variance,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/loss
1.8578656899999997,2231.06,608256,1346,1,4,,,,,,,,,,
1.8880322900000002,2231.15,614400,1248,2,9,0.0001,-0.21889246,0.0014541331,0.0027766248987366755,0.2,0.00322265625,990,-0.6691987911860148,-0.0032368650077842175,-0.010547283105552197
1.9231490500000001,2231.24,620544,1219,3,15,0.0001,0.05191934,0.0015964406,0.0028015417939362425,0.2,0.003987630208333333,1000,-0.6498392432928085,-0.0036472387262620034,-0.010806884616613388
1.9436751500000002,2231.33,626688,1197,4,20,0.0001,0.3010068,0.0012859443,0.002270535073087861,0.2,0.0025716145833333333,1010,-0.65249904692173,-0.003033407977394139,-0.007997279986739159
1.9564100500000001,2231.39,632832,1191,5,25,0.0001,0.3046782,0.0021923773,0.0019351922906935214,0.2,0.007861328125,1020,-0.6540937026341757,-0.0043666484028411405,-0.013772116042673588
1.95264911,2231.48,638976,1189,6,30,0.0001,0.34912515,0.00161142,0.0019516500392152618,0.2,0.0033365885416666665,1030,-0.6476206759611766,-0.0033403915585950017,-0.00822339579463005
1.9784089900000001,2231.57,645120,1188,7,36,0.0001,0.36852717,0.0012849387,0.0022057422262150793,0.2,0.002685546875,1040,-0.6353756984074911,-0.0035500612866599113,-0.009281562641263008
1.98818653,2231.66,651264,1179,8,41,0.0001,0.4972617,0.002517169,0.002105161475871379,0.2,0.008919270833333333,1050,-0.6308635473251343,-0.004440229607280344,-0.016189733520150185
2.0093623499999995,2231.72,657408,1176,9,47,0.0001,0.5457682,0.0014671403,0.0017544551151028524,0.2,0.0030436197916666667,1060,-0.6263999690612158,-0.003102361416677013,-0.009542410261929035
2.0255985400000003,2231.81,663552,1180,10,52,0.0001,0.6294971,0.0015524075,0.0019166410512601337,0.2,0.003922526041666667,1070,-0.6254110465447108,-0.003274439024971798,-0.010170578956604004
2.03708524,2231.9,669696,1189,11,56,0.0001,0.64841235,0.001990705,0.0021300240167571854,0.2,0.004899088541666667,1080,-0.6162113060553869,-0.003233690389121572,-0.008626522496342659
2.07183488,2231.99,675840,1188,12,62,0.0001,0.6937861,0.0013400655,0.002189962569779406,0.2,0.0026692708333333334,1090,-0.6117879549662272,-0.002979301183950156,-0.00839985627681017
2.0889329099999996,2232.05,681984,1192,13,66,0.0001,0.7003428,0.0013536491,0.0020106323218593994,0.2,0.0027180989583333332,1100,-0.6113763272762298,-0.002959028722640748,-0.01025705598294735
2.11137075,2232.14,688128,1191,14,72,0.0001,0.72269505,0.0018709986,0.0024394616135396062,0.2,0.003515625,1110,-0.5958866407473882,-0.0035281339311040937,-0.010327950119972229
2.1332994000000003,2232.23,694272,1192,15,77,0.0001,0.7359407,0.002111215,0.0027184035240982968,0.2,0.006624348958333333,1120,-0.583321816722552,-0.0035814246550823253,-0.012376638129353523
2.1737498200000003,2232.32,700416,1189,16,82,0.0001,0.77736986,0.0019849723,0.0021514689666219055,0.2,0.005875651041666667,1130,-0.5856348266204198,-0.0037495793076232076,-0.01095567550510168
2.1900736100000002,2232.38,706560,1184,17,88,0.0001,0.7480495,0.0019219993,0.0020327868832585713,0.2,0.0055501302083333336,1140,-0.5893662601709366,-0.0035137727080533903,-0.009912964887917042
2.21862903,2232.47,712704,1174,18,94,0.0001,0.7618494,0.0019252189,0.0027212283884485563,0.2,0.0045735677083333336,1150,-0.592502815524737,-0.0035651831538416447,-0.013198766857385635
2.2518379399999997,2232.56,718848,1173,19,99,0.0001,0.7683139,0.0011812444,0.0030744877255832154,0.2,0.002262369791666667,1160,-0.5906876464684804,-0.002425023397275557,-0.007549190893769264
2.2706416200000006,2232.65,724992,1171,20,104,0.0001,0.7938977,0.0015265332,0.002758358329689751,0.2,0.0022786458333333335,1170,-0.5855949014425278,-0.002392384239162008,-0.006847861222922802
2.29476125,2232.71,731136,1170,21,110,0.0001,0.790613,0.001227568,0.0022277642507106065,0.2,0.0017415364583333334,1180,-0.5843636204799016,-0.002549502195324749,-0.005678042769432068
2.3206268800000003,2232.8,737280,1169,22,115,0.0001,0.80515575,0.0017467466,0.003008875495288521,0.2,0.0052734375,1190,-0.581748386224111,-0.003453161520883441,-0.00833798386156559
2.3558895800000004,2232.89,743424,1168,23,120,0.0001,0.8180932,0.000912647,0.0029799470755582052,0.2,0.0013509114583333333,1200,-0.5738525470097859,-0.0022396805385748544,-0.0071547310799360275
2.3901068,2232.98,749568,1167,24,126,0.0001,0.8331466,0.001543572,0.0028955289705966908,0.2,0.0045735677083333336,1210,-0.5754305998484294,-0.0031955664356549582,-0.011361286044120789
2.41125009,2233.04,755712,1165,25,131,0.0001,0.8189248,0.0015702286,0.002669625504252811,0.2,0.004720052083333333,1220,-0.5802507251501083,-0.002897369392060985,-0.00875215232372284
2.4531728099999994,2233.13,761856,1166,26,136,0.0001,0.8431542,0.0019953116,0.003248869014593462,0.2,0.0056640625,1230,-0.5751273940006892,-0.0034290141697662572,-0.006436052266508341
2.47688936,2233.22,768000,1170,27,141,0.0001,0.85591334,0.0014191646,0.002987381850834936,0.2,0.004166666666666667,1240,-0.5654500653346379,-0.0031433708713545154,-0.008632603101432323
2.5055800699999997,2233.31,774144,1171,28,146,0.0001,0.84498125,0.0018620823,0.003577511307472984,0.2,0.0036783854166666666,1250,-0.5661332865556081,-0.0030973658974592882,-0.011157211847603321
2.5222280400000003,2233.37,780288,1172,29,151,0.0001,0.8288864,0.001656321,0.0031389692177375157,0.2,0.005110677083333333,1260,-0.5589293519655864,-0.0028373013211724658,-0.005167106632143259
2.52718088,2233.46,786432,1172,30,157,0.0001,0.8753093,0.0020672984,0.0027801472460851073,0.2,0.007600911458333333,1270,-0.5459886491298676,-0.003652417209620277,-0.00886804424226284
2.5626733,2233.55,792576,1172,31,162,0.0001,0.8646341,0.001141842,0.003063671108490477,0.2,0.002392578125,1280,-0.5357102890809377,-0.0026629400400755305,-0.005826424341648817
2.59839439,2233.64,798720,1171,32,167,0.0001,0.87835896,0.0014186269,0.0030344289649898806,0.2,0.0035319010416666667,1290,-0.5341756810744603,-0.002441535839655747,-0.007618811912834644
2.6115756599999997,2233.7,804864,1170,33,173,0.0001,0.85888624,0.0017707174,0.002772104340450217,0.2,0.005582682291666667,1300,-0.5343752950429916,-0.0027704505870739617,-0.0075775207951664925
2.6357805400000003,2233.79,811008,1172,34,178,0.0001,0.8761761,0.0017419402,0.0033756673724080126,0.2,0.004801432291666667,1310,-0.5309208512306214,-0.002756702828143413,-0.007476856466382742
2.66438805,2233.88,817152,1172,35,183,0.0001,0.88051784,0.0019066771,0.003220537106972188,0.2,0.005615234375,1320,-0.5245600655674935,-0.0031234821906158078,-0.008921006694436073
2.7000377899999988,2233.97,823296,1173,36,188,0.0001,0.888012,0.0014573444,0.0032751787221059203,0.2,0.003238932291666667,1330,-0.5196133643388748,-0.002400914697985475,-0.009818864054977894
2.7290253799999995,2234.0,829440,1175,37,193,0.0001,0.8714068,0.0022250714,0.00300529757514596,0.2,0.008382161458333334,1340,-0.5137617801626523,-0.003065067622810602,-0.00601585116237402
2.78600535,2234.0,835584,1175,38,198,0.0001,0.8993086,0.0017246311,0.0031552573665976523,0.2,0.0062825520833333336,1350,-0.5069466814398765,-0.0028339172461225343,-0.00596196623519063
2.8266249900000004,2234.0,841728,1177,39,203,0.0001,0.9007236,0.001854795,0.0032723748551992077,0.2,0.005631510416666667,1360,-0.503577766319116,-0.002955061831744388,-0.008626104332506657
2.8808244799999994,2234.0,847872,1177,40,208,0.0001,0.89298916,0.0017353585,0.0034347359867145616,0.2,0.005289713541666667,1370,-0.49608795245488485,-0.0028237881197128445,-0.008851987309753895
2.9193473,2234.0,854016,1177,41,213,0.0001,0.8800561,0.0018005501,0.0030547274315419295,0.2,0.00791015625,1380,-0.4923027604818344,-0.003072193319288393,-0.005673080682754517
2.97902928,2234.0,860160,1178,42,218,0.0001,0.9071163,0.0015216271,0.0032413403037935495,0.2,0.004231770833333333,1390,-0.48792036473751066,-0.002554215917674204,-0.004485908430069685
3.0339101599999996,2234.0,866304,1179,43,223,0.0001,0.9078212,0.0018838966,0.0034514303202740847,0.2,0.007194010416666666,1400,-0.48371606568495434,-0.0027299536062249294,-0.003678156528621912
3.0819833899999995,2234.0,872448,1178,44,229,0.0001,0.9137585,0.0014877468,0.003216113056987524,0.2,0.0043294270833333336,1410,-0.48131433526674905,-0.002716579746144513,-0.004817139357328415
3.1119976400000002,2234.0,878592,1179,45,234,0.0001,0.8961893,0.0013791709,0.002870259340852499,0.2,0.003564453125,1420,-0.4789987017711004,-0.0022605004215923447,-0.005890635307878256
3.1483872600000002,2234.0,884736,1178,46,239,0.0001,0.91521275,0.0017688228,0.0032516041498941678,0.2,0.005598958333333333,1430,-0.47400655498107275,-0.0030836495221592485,-0.010235486552119255
3.2029453000000006,2234.0,890880,1177,47,245,0.0001,0.91019845,0.0020380255,0.003609661478549242,0.2,0.008561197916666667,1440,-0.47272822757562,-0.003317260171752423,-0.007064447272568941
3.2391450500000003,2234.0,897024,1176,48,250,0.0001,0.91439164,0.0013981614,0.0036564786491605143,0.2,0.004427083333333333,1450,-0.47087431053320566,-0.002514090716916447,-0.007868400774896145
3.2628084400000006,2234.0,903168,1176,49,255,0.0001,0.9047877,0.001837837,0.003090273930380742,0.2,0.0060384114583333336,1460,-0.4707601949572563,-0.002883467295517524,-0.004871716257184744
