time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/loss,train/approx_kl,train/entropy_loss,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/learning_rate,train/value_loss
1,4096,1226.0,0.05346266666666668,2,1562,,,,,,,,,,
2,8192,1226.0,0.12471533333333333,5,1495,9.872112423181534e-05,0.0023781848,-1.0979082003235816,0.0003662109375,0.2,-0.00416109477810096,10,-64.21085,0.0003,0.11888658297248185
3,12288,1226.0,0.032720900000000004,8,1401,-0.01127181388437748,0.0015987579,-1.0950476124882698,0.000439453125,0.2,-0.0036543910682667047,20,-10.386102,0.0003,0.018075306608807296
4,16384,1226.0,-0.0546226923076923,11,1372,-0.016674254089593887,0.0048324903,-1.0906743302941322,0.0094970703125,0.2,-0.007358350102731492,30,-8.471674,0.0003,0.013080286304466426
5,20480,1226.0,-0.016876375000000002,15,1358,-0.011894335970282555,0.005420927,-1.0799307212233544,0.012353515625,0.2,-0.006738513626623898,40,-7.051303,0.0003,0.009496332495473325
6,24576,1226.0,0.045474749999999994,18,1331,-0.016404490917921066,0.007175436,-1.0631122291088104,0.024267578125,0.2,-0.008118084070156328,50,-6.2654104,0.0003,0.007262585777789354
7,28672,1226.0,0.1661648695652174,21,1323,-0.021186266094446182,0.0061089857,-1.0461429238319397,0.0235107421875,0.2,-0.008569076930871233,60,-4.1642213,0.0003,0.006096147157950327
8,32768,1226.0,0.19348257692307685,24,1329,-0.010427143424749374,0.0071372576,-1.026971310377121,0.026123046875,0.2,-0.008813313581049443,70,-2.0306695,0.0003,0.005968710337765515
9,36864,1226.0,0.2594818666666666,27,1346,-0.023393070325255394,0.0069864797,-1.0088630005717278,0.038720703125,0.2,-0.008580601950234268,80,-1.7688198,0.0003,0.004713991959579289
10,40960,1226.0,0.33788827272727273,30,1360,-0.02933136187493801,0.0066069956,-0.9995642870664596,0.033056640625,0.2,-0.010059934697346761,90,-1.4121356,0.0003,0.0038564853079151363
11,45056,1226.0,0.41261352777777777,32,1377,-0.02100062556564808,0.0059842747,-0.9840816646814347,0.0274169921875,0.2,-0.008516694999707397,100,-0.39215064,0.0003,0.004243089986266569
12,49152,1226.0,0.481186475,35,1395,-0.02187671698629856,0.007472886,-0.9535578496754169,0.0447021484375,0.2,-0.009571025427430869,110,-0.043369055,0.0003,0.004577382819843478
13,53248,1226.0,0.5402057209302324,37,1414,-0.011676091700792313,0.0060775387,-0.9259538061916828,0.0342041015625,0.2,-0.008056309916719328,120,0.043542325,0.0003,0.003854708926519379
14,57344,1226.0,0.5991738695652173,40,1425,-0.026943065226078033,0.0052920794,-0.9024138256907464,0.0255859375,0.2,-0.0076602573622949425,130,0.26518416,0.0003,0.004891914932522922
15,61440,1226.0,0.6632999199999999,42,1438,-0.0182911716401577,0.0059641986,-0.8798632845282555,0.0328369140625,0.2,-0.008379113010596484,140,0.31345028,0.0003,0.003798536630347371
16,65536,1226.0,0.7083433018867923,45,1442,-0.01902288757264614,0.006813312,-0.8531468503177166,0.0411376953125,0.2,-0.009159505079151132,150,0.33559525,0.0003,0.0036260474909795446
17,69632,1226.0,0.7584497321428572,48,1426,-0.02045172080397606,0.0067579104,-0.8435680948197841,0.0500732421875,0.2,-0.009434637217782437,160,0.4875512,0.0003,0.0038633266638498755
18,73728,1226.0,0.8263797166666667,51,1420,-0.017384734004735947,0.004834159,-0.8389979407191277,0.02353515625,0.2,-0.00767428718827432,170,0.50005466,0.0003,0.003927718364866451
19,77824,1226.0,0.8704186031746032,54,1419,-0.021198634058237076,0.007273592,-0.8154843866825103,0.043505859375,0.2,-0.009274849115172401,180,0.5292618,0.0003,0.004245816360344179
20,81920,1226.0,0.9108853636363635,57,1415,-0.01563919149339199,0.0062978505,-0.780597535520792,0.043359375,0.2,-0.008393987370072863,190,0.5912708,0.0003,0.004482674814062193
21,86016,1226.0,0.9781654428571427,60,1412,-0.013131272047758102,0.0062001767,-0.7648951023817062,0.0355224609375,0.2,-0.007202616418362595,200,0.574083,0.0003,0.003760768551728688
22,90112,1226.0,1.0189036027397258,64,1402,-0.012304743751883507,0.005745872,-0.7506412588059902,0.0376708984375,0.2,-0.008054799037927296,210,0.6162616,0.0003,0.0036331141891423613
23,94208,1226.0,1.0663605263157894,67,1399,-0.023838981986045837,0.00723054,-0.7525054827332497,0.0534912109375,0.2,-0.009935072259395383,220,0.6800448,0.0003,0.0040186478072428145
24,98304,1226.0,1.1145706874999999,70,1395,-0.013931693509221077,0.0076666283,-0.7277151383459568,0.054150390625,0.2,-0.009405573259573429,230,0.6712214,0.0003,0.003367125344811939
25,102400,1226.0,1.1627244457831323,73,1396,-0.014732430689036846,0.006513723,-0.702922809123993,0.04658203125,0.2,-0.008405905513791367,240,0.7080926,0.0003,0.003032246616203338
26,106496,1226.0,1.211131,76,1392,-0.015698682516813278,0.0058478657,-0.684857639670372,0.0392822265625,0.2,-0.005652037431718782,250,0.72631335,0.0003,0.004185598131152801
